"table_schema","table_name","column_name","data_type","is_nullable","column_default"
main,audit_beneficiary_summary,SP_COPD,INTEGER,YES,
main,audit_beneficiary_summary,SP_DEPRESSN,INTEGER,YES,
main,audit_beneficiary_summary,SP_DIABETES,INTEGER,YES,
main,audit_beneficiary_summary,SP_ISCHMCHT,INTEGER,YES,
main,audit_beneficiary_summary,SP_OSTEOPRS,INTEGER,YES,
main,audit_beneficiary_summary,SP_RA_OA,INTEGER,YES,
main,audit_beneficiary_summary,SP_STRKETIA,INTEGER,YES,
main,audit_beneficiary_summary,MEDREIMB_IP,INTEGER,YES,
main,audit_beneficiary_summary,BENRES_IP,INTEGER,YES,
main,audit_beneficiary_summary,PPPYMT_IP,INTEGER,YES,
main,audit_beneficiary_summary,MEDREIMB_OP,INTEGER,YES,
main,audit_beneficiary_summary,BENRES_OP,INTEGER,YES,
main,audit_beneficiary_summary,PPPYMT_OP,INTEGER,YES,
main,audit_beneficiary_summary,MEDREIMB_CAR,INTEGER,YES,
main,audit_beneficiary_summary,BENRES_CAR,INTEGER,YES,
main,audit_beneficiary_summary,PPPYMT_CAR,INTEGER,YES,
main,audit_carrier_claims,DESYNPUF_ID,VARCHAR,YES,
main,audit_carrier_claims,CLM_ID,VARCHAR,YES,
main,audit_carrier_claims,CLM_FROM_DT,VARCHAR,YES,
main,audit_carrier_claims,CLM_THRU_DT,VARCHAR,YES,
main,audit_carrier_claims,CLM_FROM_DT_1,INTEGER,YES,
main,audit_carrier_claims,CLM_THRU_DT_1,INTEGER,YES,
main,audit_carrier_claims,ICD9_DGNS_CD_1,INTEGER,YES,
main,audit_carrier_claims,ICD9_DGNS_CD_2,INTEGER,YES,
main,audit_carrier_claims,ICD9_DGNS_CD_3,INTEGER,YES,
main,audit_carrier_claims,ICD9_DGNS_CD_4,INTEGER,YES,
main,audit_carrier_claims,ICD9_DGNS_CD_5,INTEGER,YES,
main,audit_carrier_claims,ICD9_DGNS_CD_6,INTEGER,YES,
main,audit_carrier_claims,ICD9_DGNS_CD_7,INTEGER,YES,
main,audit_carrier_claims,ICD9_DGNS_CD_8,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_1,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_2,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_3,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_4,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_5,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_6,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_7,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_8,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_9,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_10,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_11,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_12,INTEGER,YES,
main,audit_carrier_claims,PRF_PHYSN_NPI_13,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_1,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_2,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_3,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_4,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_5,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_6,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_7,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_8,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_9,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_10,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_11,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_12,INTEGER,YES,
main,audit_carrier_claims,TAX_NUM_13,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_1,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_2,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_3,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_4,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_5,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_6,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_7,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_8,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_9,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_10,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_11,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_12,INTEGER,YES,
main,audit_carrier_claims,HCPCS_CD_13,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_1,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_2,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_3,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_4,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_5,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_6,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_7,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_8,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_9,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_10,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_11,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_12,INTEGER,YES,
main,audit_carrier_claims,LINE_NCH_PMT_AMT_13,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_1,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_2,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_3,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_4,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_5,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_6,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_7,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_8,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_9,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_10,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_11,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_12,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PTB_DDCTBL_AMT_13,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_1,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_2,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_3,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_4,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_5,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_6,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_7,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_8,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_9,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_10,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_11,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_12,INTEGER,YES,
main,audit_carrier_claims,LINE_BENE_PRMRY_PYR_PD_AMT_13,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_1,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_2,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_3,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_4,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_5,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_6,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_7,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_8,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_9,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_10,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_11,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_12,INTEGER,YES,
main,audit_carrier_claims,LINE_COINSRNC_AMT_13,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_1,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_2,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_3,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_4,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_5,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_6,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_7,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_8,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_9,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_10,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_11,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_12,INTEGER,YES,
main,audit_carrier_claims,LINE_ALOWD_CHRG_AMT_13,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_1,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_2,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_3,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_4,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_5,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_6,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_7,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_8,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_9,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_10,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_11,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_12,INTEGER,YES,
main,audit_carrier_claims,LINE_PRCSG_IND_CD_13,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_1,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_2,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_3,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_4,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_5,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_6,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_7,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_8,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_9,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_10,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_11,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_12,INTEGER,YES,
main,audit_carrier_claims,LINE_ICD9_DGNS_CD_13,INTEGER,YES,
main,audit_carrier_financials,DESYNPUF_ID,VARCHAR,YES,
main,audit_carrier_financials,CLM_ID,VARCHAR,YES,
main,audit_carrier_financials,CLM_FROM_DT,VARCHAR,YES,
main,audit_carrier_financials,CLM_THRU_DT,VARCHAR,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_1,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_1,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_1,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_1,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_2,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_2,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_2,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_2,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_3,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_3,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_3,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_3,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_4,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_4,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_4,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_4,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_5,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_5,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_5,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_5,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_6,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_6,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_6,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_6,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_7,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_7,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_7,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_7,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_8,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_8,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_8,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_8,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_9,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_9,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_9,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_9,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_10,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_10,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_10,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_10,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_11,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_11,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_11,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_11,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_12,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_12,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_12,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_12,FLOAT,YES,
main,audit_carrier_financials,src_LINE_NCH_PMT_AMT_13,FLOAT,YES,
main,audit_carrier_financials,new_LINE_NCH_PMT_AMT_13,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_NCH_PMT_AMT_13,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_NCH_PMT_AMT_13,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_1,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_1,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_1,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_1,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_2,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_2,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_2,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_2,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_3,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_3,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_3,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_3,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_4,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_4,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_4,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_4,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_5,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_5,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_5,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_5,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_6,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_6,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_6,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_6,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_7,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_7,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_7,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_7,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_8,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_8,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_8,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_8,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_9,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_9,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_9,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_9,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_10,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_10,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_10,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_10,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_11,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_11,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_11,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_11,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_12,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_12,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_12,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_12,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PTB_DDCTBL_AMT_13,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PTB_DDCTBL_AMT_13,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PTB_DDCTBL_AMT_13,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PTB_DDCTBL_AMT_13,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_1,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_1,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_1,FLOAT,YES,
main,audit_carrier_financials,abs_delta_LINE_BENE_PRMRY_PYR_PD_AMT_1,FLOAT,YES,
main,audit_carrier_financials,src_LINE_BENE_PRMRY_PYR_PD_AMT_2,FLOAT,YES,
main,audit_carrier_financials,new_LINE_BENE_PRMRY_PYR_PD_AMT_2,FLOAT,YES,
main,audit_carrier_financials,delta_LINE_BENE_PRMRY_PYR_PD_AMT_2,FLOAT,YES,
